Date,Open
2013-02-08,29.790000915527344
2013-02-11,29.96999931335449
2013-02-12,29.959999084472656
2013-02-13,29.93000030517578
2013-02-14,29.709999084472656
2013-02-15,29.81999969482422
2013-02-19,29.82999992370605
2013-02-20,29.96999931335449
2013-02-21,29.46999931335449
2013-02-22,29.530000686645508
2013-02-25,29.850000381469727
2013-02-26,29.350000381469727
2013-02-27,29.399999618530277
2013-02-28,29.700000762939453
2013-03-01,29.489999771118164
2013-03-04,29.59000015258789
2013-03-05,29.940000534057617
2013-03-06,30.280000686645508
2013-03-07,30.170000076293945
2013-03-08,30.3700008392334
2013-03-11,30.229999542236328
2013-03-12,30.280000686645508
2013-03-13,30.239999771118164
2013-03-14,30.32999992370605
2013-03-15,30.32999992370605
2013-03-18,29.959999084472656
2013-03-19,30.290000915527344
2013-03-20,30.34000015258789
2013-03-21,30.020000457763672
2013-03-22,30.059999465942383
2013-03-25,30.299999237060547
2013-03-26,30.25
2013-03-27,30.07999992370605
2013-03-28,30.13999938964844
2013-04-01,30.299999237060547
2013-04-02,30.18000030517578
2013-04-03,30.21999931335449
2013-04-04,29.950000762939453
2013-04-05,29.549999237060547
2013-04-08,29.75
2013-04-09,29.93000030517578
2013-04-10,30.149999618530277
2013-04-11,30.440000534057617
2013-04-12,30.36000061035156
2013-04-15,30.26000022888184
2013-04-16,30.09000015258789
2013-04-17,29.96999931335449
2013-04-18,29.75
2013-04-19,29.25
2013-04-22,29.450000762939453
2013-04-23,29.71999931335449
2013-04-24,29.709999084472656
2013-04-25,30.020000457763672
2013-04-26,30.0
2013-04-29,30.11000061035156
2013-04-30,30.51000022888184
2013-05-01,30.76000022888184
2013-05-02,30.56999969482422
2013-05-03,31.18000030517578
2013-05-06,31.290000915527344
2013-05-07,31.3799991607666
2013-05-08,31.309999465942383
2013-05-09,31.530000686645508
2013-05-10,31.559999465942383
2013-05-13,31.559999465942383
2013-05-14,31.479999542236328
2013-05-15,31.59000015258789
2013-05-16,31.790000915527344
2013-05-17,32.0
2013-05-20,32.119998931884766
2013-05-21,32.130001068115234
2013-05-22,32.150001525878906
2013-05-23,31.479999542236328
2013-05-24,31.530000686645508
2013-05-28,32.040000915527344
2013-05-29,31.68000030517578
2013-05-30,31.790000915527344
2013-05-31,31.84000015258789
2013-06-03,31.700000762939453
2013-06-04,31.850000381469727
2013-06-05,31.600000381469727
2013-06-06,31.3799991607666
2013-06-07,31.600000381469727
2013-06-10,31.850000381469727
2013-06-11,31.51000022888184
2013-06-12,31.63999938964844
2013-06-13,31.200000762939453
2013-06-14,31.57999992370605
2013-06-17,31.57999992370605
2013-06-18,31.729999542236328
2013-06-19,31.950000762939453
2013-06-20,31.21999931335449
2013-06-21,30.739999771118164
2013-06-24,30.239999771118164
2013-06-25,30.450000762939453
2013-06-26,30.690000534057617
2013-06-27,30.75
2013-06-28,30.46999931335449
2013-07-01,30.81999969482422
2013-07-02,30.729999542236328
2013-07-03,30.71999931335449
2013-07-05,31.15999984741211
2013-07-08,31.34000015258789
2013-07-09,31.290000915527344
2013-07-10,31.270000457763672
2013-07-11,31.700000762939453
2013-07-12,31.940000534057617
2013-07-15,31.950000762939453
2013-07-16,32.0
2013-07-17,32.13999938964844
2013-07-18,32.09000015258789
2013-07-19,31.65999984741211
2013-07-22,31.51000022888184
2013-07-23,31.57999992370605
2013-07-24,31.76000022888184
2013-07-25,31.59000015258789
2013-07-26,31.5
2013-07-29,31.65999984741211
2013-07-30,31.799999237060547
2013-07-31,31.899999618530277
2013-08-01,31.940000534057617
2013-08-02,32.06999969482422
2013-08-05,32.13999938964844
2013-08-06,32.279998779296875
2013-08-07,32.040000915527344
2013-08-08,32.18000030517578
2013-08-09,32.08000183105469
2013-08-12,31.790000915527344
2013-08-13,32.220001220703125
2013-08-14,32.38999938964844
2013-08-15,32.04999923706055
2013-08-16,31.850000381469727
2013-08-19,31.84000015258789
2013-08-20,31.809999465942383
2013-08-21,31.770000457763672
2013-08-22,31.790000915527344
2013-08-23,32.11000061035156
2013-08-26,32.04999923706055
2013-08-27,31.6200008392334
2013-08-28,31.31999969482422
2013-08-29,31.440000534057617
